Date,Time,Trade No.,Price,Effect,Legs
2/2/2018,3:45:00 PM,252,0.06,credit,"sell to close 10 x $178 call exp. 3/2/2018 (28 DTE); buy to close 10 x $183 call exp. 3/2/2018 (28 DTE)"
2/2/2018,3:45:00 PM,253,0.69,debit,"buy to open 10 x $171.5 call exp. 3/9/2018 (35 DTE); sell to open 10 x $176 call exp. 3/9/2018 (35 DTE)"
2/2/2018,4:00:00 PM,248,164.61,credit,"sell to close 1000 shares"
2/2/2018,4:00:00 PM,248,164.61,debit,"buy to close 1000 shares"
2/5/2018,3:45:00 PM,250,0.09,credit,"sell to close 10 x $170 call exp. 2/16/2018 (11 DTE); buy to close 10 x $174 call exp. 2/16/2018 (11 DTE)"
2/5/2018,3:45:00 PM,251,0.11,credit,"sell to close 10 x $172 call exp. 2/23/2018 (18 DTE); buy to close 10 x $177.5 call exp. 2/23/2018 (18 DTE)"
2/5/2018,3:45:00 PM,249,0.14,credit,"sell to close 10 x $166.5 call exp. 2/9/2018 (4 DTE); buy to close 10 x $170 call exp. 2/9/2018 (4 DTE)"
2/5/2018,3:45:00 PM,253,0.23,credit,"sell to close 10 x $171.5 call exp. 3/9/2018 (32 DTE); buy to close 10 x $176 call exp. 3/9/2018 (32 DTE)"
2/16/2018,3:45:00 PM,254,0.66,debit,"buy to open 10 x $171.5 call exp. 3/23/2018 (35 DTE); sell to open 10 x $176 call exp. 3/23/2018 (35 DTE)"
2/23/2018,3:45:00 PM,255,0.52,debit,"buy to open 10 x $174 call exp. 3/29/2018 (34 DTE); sell to open 10 x $178 call exp. 3/29/2018 (34 DTE)"
3/2/2018,3:45:00 PM,256,0.72,debit,"buy to open 10 x $172.5 call exp. 4/6/2018 (35 DTE); sell to open 10 x $177.5 call exp. 4/6/2018 (35 DTE)"
3/9/2018,3:45:00 PM,257,0.27,debit,"buy to open 10 x $180 call exp. 4/13/2018 (35 DTE); sell to open 10 x $182.5 call exp. 4/13/2018 (35 DTE)"
3/16/2018,3:45:00 PM,258,0.5,debit,"buy to open 10 x $178 call exp. 4/20/2018 (35 DTE); sell to open 10 x $183 call exp. 4/20/2018 (35 DTE)"
3/19/2018,3:45:00 PM,257,0.03,credit,"sell to close 10 x $180 call exp. 4/13/2018 (25 DTE); buy to close 10 x $182.5 call exp. 4/13/2018 (25 DTE)"
3/20/2018,3:45:00 PM,254,0.1,credit,"sell to close 10 x $171.5 call exp. 3/23/2018 (3 DTE); buy to close 10 x $176 call exp. 3/23/2018 (3 DTE)"
3/20/2018,3:45:00 PM,255,0.08,credit,"sell to close 10 x $174 call exp. 3/29/2018 (9 DTE); buy to close 10 x $178 call exp. 3/29/2018 (9 DTE)"
3/22/2018,3:45:00 PM,256,0.12,credit,"sell to close 10 x $172.5 call exp. 4/6/2018 (15 DTE); buy to close 10 x $177.5 call exp. 4/6/2018 (15 DTE)"
3/22/2018,3:45:00 PM,258,0.05,credit,"sell to close 10 x $178 call exp. 4/20/2018 (29 DTE); buy to close 10 x $183 call exp. 4/20/2018 (29 DTE)"
3/23/2018,3:45:00 PM,259,0.96,debit,"buy to open 10 x $168 call exp. 4/27/2018 (35 DTE); sell to open 10 x $174.5 call exp. 4/27/2018 (35 DTE)"
4/6/2018,3:45:00 PM,260,1.01,debit,"buy to open 10 x $165.5 call exp. 5/11/2018 (35 DTE); sell to open 10 x $172.5 call exp. 5/11/2018 (35 DTE)"
4/13/2018,3:45:00 PM,261,0.82,debit,"buy to open 10 x $169 call exp. 5/18/2018 (35 DTE); sell to open 10 x $175 call exp. 5/18/2018 (35 DTE)"
4/20/2018,3:45:00 PM,259,0.16,credit,"sell to close 10 x $168 call exp. 4/27/2018 (7 DTE); buy to close 10 x $174.5 call exp. 4/27/2018 (7 DTE)"
4/20/2018,3:45:00 PM,262,0.78,debit,"buy to open 10 x $169.5 call exp. 5/25/2018 (35 DTE); sell to open 10 x $175 call exp. 5/25/2018 (35 DTE)"
4/27/2018,3:45:00 PM,263,0.73,debit,"buy to open 10 x $169 call exp. 6/1/2018 (35 DTE); sell to open 10 x $174 call exp. 6/1/2018 (35 DTE)"
5/4/2018,3:45:00 PM,264,0.32,debit,"buy to open 10 x $172.5 call exp. 6/8/2018 (35 DTE); sell to open 10 x $175 call exp. 6/8/2018 (35 DTE)"
5/11/2018,3:45:00 PM,265,0.65,debit,"buy to open 10 x $175 call exp. 6/15/2018 (35 DTE); sell to open 10 x $180 call exp. 6/15/2018 (35 DTE)"
5/11/2018,4:00:00 PM,260,169.46,credit,"sell to close 1000 shares"
5/18/2018,3:45:00 PM,261,0.01,debit,"sell to close 10 x $169 call exp. 5/18/2018 (0 DTE); buy to close 10 x $175 call exp. 5/18/2018 (0 DTE)"
5/18/2018,3:45:00 PM,266,0.63,debit,"buy to open 10 x $173 call exp. 6/22/2018 (35 DTE); sell to open 10 x $177.5 call exp. 6/22/2018 (35 DTE)"
5/25/2018,3:45:00 PM,267,0.72,debit,"buy to open 10 x $174 call exp. 6/29/2018 (35 DTE); sell to open 10 x $179 call exp. 6/29/2018 (35 DTE)"
5/25/2018,4:00:00 PM,262,169.72,credit,"sell to close 1000 shares"
6/1/2018,3:45:00 PM,268,0.5,debit,"buy to open 10 x $177.5 call exp. 7/6/2018 (35 DTE); sell to open 10 x $182.5 call exp. 7/6/2018 (35 DTE)"
6/1/2018,4:00:00 PM,263,172.74,credit,"sell to close 1000 shares"
6/8/2018,3:45:00 PM,269,0.67,debit,"buy to open 10 x $179.5 call exp. 7/13/2018 (35 DTE); sell to open 10 x $185 call exp. 7/13/2018 (35 DTE)"
6/8/2018,4:00:00 PM,264,174.44,credit,"sell to close 1000 shares"
6/15/2018,3:45:00 PM,270,0.66,debit,"buy to open 10 x $182 call exp. 7/20/2018 (35 DTE); sell to open 10 x $187 call exp. 7/20/2018 (35 DTE)"
6/15/2018,4:00:00 PM,265,176.98,credit,"sell to close 1000 shares"
6/22/2018,3:45:00 PM,271,0.74,debit,"buy to open 10 x $182 call exp. 7/27/2018 (35 DTE); sell to open 10 x $187.5 call exp. 7/27/2018 (35 DTE)"
6/22/2018,4:00:00 PM,266,175.32,credit,"sell to close 1000 shares"
6/25/2018,3:45:00 PM,270,0.11,credit,"sell to close 10 x $182 call exp. 7/20/2018 (25 DTE); buy to close 10 x $187 call exp. 7/20/2018 (25 DTE)"
6/27/2018,3:45:00 PM,267,0.1,credit,"sell to close 10 x $174 call exp. 6/29/2018 (2 DTE); buy to close 10 x $179 call exp. 6/29/2018 (2 DTE)"
6/27/2018,3:45:00 PM,268,0.07,credit,"sell to close 10 x $177.5 call exp. 7/6/2018 (9 DTE); buy to close 10 x $182.5 call exp. 7/6/2018 (9 DTE)"
6/27/2018,3:45:00 PM,269,0.1,credit,"sell to close 10 x $179.5 call exp. 7/13/2018 (16 DTE); buy to close 10 x $185 call exp. 7/13/2018 (16 DTE)"
6/29/2018,3:45:00 PM,272,0.84,debit,"buy to open 10 x $179 call exp. 8/3/2018 (35 DTE); sell to open 10 x $184 call exp. 8/3/2018 (35 DTE)"
7/3/2018,3:45:00 PM,271,0.1,credit,"sell to close 10 x $182 call exp. 7/27/2018 (24 DTE); buy to close 10 x $187.5 call exp. 7/27/2018 (24 DTE)"
7/6/2018,3:45:00 PM,273,0.61,debit,"buy to open 10 x $182.5 call exp. 8/10/2018 (35 DTE); sell to open 10 x $187.5 call exp. 8/10/2018 (35 DTE)"
7/13/2018,3:45:00 PM,274,0.58,debit,"buy to open 10 x $186 call exp. 8/17/2018 (35 DTE); sell to open 10 x $190 call exp. 8/17/2018 (35 DTE)"
7/20/2018,3:45:00 PM,275,0.54,debit,"buy to open 10 x $185.5 call exp. 8/24/2018 (35 DTE); sell to open 10 x $189 call exp. 8/24/2018 (35 DTE)"
7/27/2018,3:45:00 PM,276,0.68,debit,"buy to open 10 x $184.5 call exp. 8/31/2018 (35 DTE); sell to open 10 x $189 call exp. 8/31/2018 (35 DTE)"
7/30/2018,3:45:00 PM,274,0.06,credit,"sell to close 10 x $186 call exp. 8/17/2018 (18 DTE); buy to close 10 x $190 call exp. 8/17/2018 (18 DTE)"
8/1/2018,3:45:00 PM,273,0.11,credit,"sell to close 10 x $182.5 call exp. 8/10/2018 (9 DTE); buy to close 10 x $187.5 call exp. 8/10/2018 (9 DTE)"
8/3/2018,3:45:00 PM,277,0.6,debit,"buy to open 10 x $185.5 call exp. 9/7/2018 (35 DTE); sell to open 10 x $190 call exp. 9/7/2018 (35 DTE)"
8/3/2018,4:00:00 PM,272,180.08,credit,"sell to close 1000 shares"
8/10/2018,3:45:00 PM,278,0.66,debit,"buy to open 10 x $186 call exp. 9/14/2018 (35 DTE); sell to open 10 x $190.5 call exp. 9/14/2018 (35 DTE)"
8/15/2018,3:45:00 PM,275,0.04,credit,"sell to close 10 x $185.5 call exp. 8/24/2018 (9 DTE); buy to close 10 x $189 call exp. 8/24/2018 (9 DTE)"
8/17/2018,3:45:00 PM,279,0.53,debit,"buy to open 10 x $186 call exp. 9/21/2018 (35 DTE); sell to open 10 x $190 call exp. 9/21/2018 (35 DTE)"
8/24/2018,3:45:00 PM,280,0.51,debit,"buy to open 10 x $188 call exp. 9/28/2018 (35 DTE); sell to open 10 x $192 call exp. 9/28/2018 (35 DTE)"
8/31/2018,3:45:00 PM,281,0.6,debit,"buy to open 10 x $192.5 call exp. 10/5/2018 (35 DTE); sell to open 10 x $197.5 call exp. 10/5/2018 (35 DTE)"
8/31/2018,4:00:00 PM,276,186.65,credit,"sell to close 1000 shares"
9/6/2018,3:45:00 PM,277,0.01,debit,"sell to close 10 x $185.5 call exp. 9/7/2018 (1 DTE); buy to close 10 x $190 call exp. 9/7/2018 (1 DTE)"
9/6/2018,3:45:00 PM,281,0.11,credit,"sell to close 10 x $192.5 call exp. 10/5/2018 (29 DTE); buy to close 10 x $197.5 call exp. 10/5/2018 (29 DTE)"
9/7/2018,3:45:00 PM,282,0.68,debit,"buy to open 10 x $188 call exp. 10/12/2018 (35 DTE); sell to open 10 x $192.5 call exp. 10/12/2018 (35 DTE)"
9/10/2018,3:45:00 PM,278,0.05,credit,"sell to close 10 x $186 call exp. 9/14/2018 (4 DTE); buy to close 10 x $190.5 call exp. 9/14/2018 (4 DTE)"
9/14/2018,3:45:00 PM,283,0.55,debit,"buy to open 10 x $190 call exp. 10/19/2018 (35 DTE); sell to open 10 x $194 call exp. 10/19/2018 (35 DTE)"
9/17/2018,3:45:00 PM,279,0.08,credit,"sell to close 10 x $186 call exp. 9/21/2018 (4 DTE); buy to close 10 x $190 call exp. 9/21/2018 (4 DTE)"
9/17/2018,3:45:00 PM,280,0.07,credit,"sell to close 10 x $188 call exp. 9/28/2018 (11 DTE); buy to close 10 x $192 call exp. 9/28/2018 (11 DTE)"
9/21/2018,3:45:00 PM,284,0.6,debit,"buy to open 10 x $189.5 call exp. 10/26/2018 (35 DTE); sell to open 10 x $193.5 call exp. 10/26/2018 (35 DTE)"
9/28/2018,3:45:00 PM,285,0.71,debit,"buy to open 10 x $192 call exp. 11/2/2018 (35 DTE); sell to open 10 x $197.5 call exp. 11/2/2018 (35 DTE)"
10/4/2018,3:45:00 PM,282,0.09,credit,"sell to close 10 x $188 call exp. 10/12/2018 (8 DTE); buy to close 10 x $192.5 call exp. 10/12/2018 (8 DTE)"
10/4/2018,3:45:00 PM,283,0.09,credit,"sell to close 10 x $190 call exp. 10/19/2018 (15 DTE); buy to close 10 x $194 call exp. 10/19/2018 (15 DTE)"
10/5/2018,3:45:00 PM,286,0.82,debit,"buy to open 10 x $188 call exp. 11/9/2018 (35 DTE); sell to open 10 x $193 call exp. 11/9/2018 (35 DTE)"
10/8/2018,3:45:00 PM,284,0.1,credit,"sell to close 10 x $189.5 call exp. 10/26/2018 (18 DTE); buy to close 10 x $193.5 call exp. 10/26/2018 (18 DTE)"
10/8/2018,3:45:00 PM,285,0.09,credit,"sell to close 10 x $192 call exp. 11/2/2018 (25 DTE); buy to close 10 x $197.5 call exp. 11/2/2018 (25 DTE)"
10/11/2018,3:45:00 PM,286,0.08,credit,"sell to close 10 x $188 call exp. 11/9/2018 (29 DTE); buy to close 10 x $193 call exp. 11/9/2018 (29 DTE)"
10/12/2018,3:45:00 PM,287,0.79,debit,"buy to open 10 x $183 call exp. 11/16/2018 (35 DTE); sell to open 10 x $188 call exp. 11/16/2018 (35 DTE)"
10/19/2018,3:45:00 PM,288,0.82,debit,"buy to open 10 x $182.5 call exp. 11/23/2018 (35 DTE); sell to open 10 x $188 call exp. 11/23/2018 (35 DTE)"
10/26/2018,3:45:00 PM,287,0.14,credit,"sell to close 10 x $183 call exp. 11/16/2018 (21 DTE); buy to close 10 x $188 call exp. 11/16/2018 (21 DTE)"
10/26/2018,3:45:00 PM,289,1.11,debit,"buy to open 10 x $177 call exp. 11/30/2018 (35 DTE); sell to open 10 x $184 call exp. 11/30/2018 (35 DTE)"
10/29/2018,3:45:00 PM,288,0.08,credit,"sell to close 10 x $182.5 call exp. 11/23/2018 (25 DTE); buy to close 10 x $188 call exp. 11/23/2018 (25 DTE)"
11/2/2018,3:45:00 PM,290,0.91,debit,"buy to open 10 x $179 call exp. 12/7/2018 (35 DTE); sell to open 10 x $185 call exp. 12/7/2018 (35 DTE)"
11/9/2018,3:45:00 PM,291,0.82,debit,"buy to open 10 x $180.5 call exp. 12/14/2018 (35 DTE); sell to open 10 x $186 call exp. 12/14/2018 (35 DTE)"
11/16/2018,3:45:00 PM,289,0.18,credit,"sell to close 10 x $177 call exp. 11/30/2018 (14 DTE); buy to close 10 x $184 call exp. 11/30/2018 (14 DTE)"
11/16/2018,3:45:00 PM,292,0.9,debit,"buy to open 10 x $177 call exp. 12/21/2018 (35 DTE); sell to open 10 x $184 call exp. 12/21/2018 (35 DTE)"
11/19/2018,3:45:00 PM,290,0.06,credit,"sell to close 10 x $179 call exp. 12/7/2018 (18 DTE); buy to close 10 x $185 call exp. 12/7/2018 (18 DTE)"
11/19/2018,3:45:00 PM,291,0.07,credit,"sell to close 10 x $180.5 call exp. 12/14/2018 (25 DTE); buy to close 10 x $186 call exp. 12/14/2018 (25 DTE)"
11/23/2018,3:45:00 PM,292,0.14,credit,"sell to close 10 x $177 call exp. 12/21/2018 (28 DTE); buy to close 10 x $184 call exp. 12/21/2018 (28 DTE)"
11/23/2018,3:45:00 PM,293,1.02,debit,"buy to open 10 x $168.5 call exp. 12/28/2018 (35 DTE); sell to open 10 x $176.5 call exp. 12/28/2018 (35 DTE)"
11/30/2018,3:45:00 PM,294,0.95,debit,"buy to open 10 x $178 call exp. 1/4/2019 (35 DTE); sell to open 10 x $185 call exp. 1/4/2019 (35 DTE)"
12/7/2018,3:45:00 PM,295,0.99,debit,"buy to open 10 x $172.5 call exp. 1/11/2019 (35 DTE); sell to open 10 x $179 call exp. 1/11/2019 (35 DTE)"
12/10/2018,3:45:00 PM,294,0.16,credit,"sell to close 10 x $178 call exp. 1/4/2019 (25 DTE); buy to close 10 x $185 call exp. 1/4/2019 (25 DTE)"
12/14/2018,3:45:00 PM,296,0.9,debit,"buy to open 10 x $171 call exp. 1/18/2019 (35 DTE); sell to open 10 x $178 call exp. 1/18/2019 (35 DTE)"
12/17/2018,3:45:00 PM,293,0.17,credit,"sell to close 10 x $168.5 call exp. 12/28/2018 (11 DTE); buy to close 10 x $176.5 call exp. 12/28/2018 (11 DTE)"
12/19/2018,3:45:00 PM,295,0.09,credit,"sell to close 10 x $172.5 call exp. 1/11/2019 (23 DTE); buy to close 10 x $179 call exp. 1/11/2019 (23 DTE)"
12/20/2018,3:45:00 PM,296,0.16,credit,"sell to close 10 x $171 call exp. 1/18/2019 (29 DTE); buy to close 10 x $178 call exp. 1/18/2019 (29 DTE)"
1/4/2019,3:45:00 PM,297,0.95,debit,"buy to open 10 x $166 call exp. 2/8/2019 (35 DTE); sell to open 10 x $172 call exp. 2/8/2019 (35 DTE)"
1/11/2019,3:45:00 PM,298,0.73,debit,"buy to open 10 x $170 call exp. 2/15/2019 (35 DTE); sell to open 10 x $175 call exp. 2/15/2019 (35 DTE)"
1/18/2019,3:45:00 PM,299,0.74,debit,"buy to open 10 x $172.5 call exp. 2/22/2019 (35 DTE); sell to open 10 x $177.5 call exp. 2/22/2019 (35 DTE)"
1/25/2019,3:45:00 PM,300,0.78,debit,"buy to open 10 x $172.5 call exp. 3/1/2019 (35 DTE); sell to open 10 x $177.5 call exp. 3/1/2019 (35 DTE)"
2/1/2019,3:45:00 PM,301,0.66,debit,"buy to open 10 x $175 call exp. 3/8/2019 (35 DTE); sell to open 10 x $180 call exp. 3/8/2019 (35 DTE)"
2/8/2019,3:45:00 PM,302,0.85,debit,"buy to open 10 x $175 call exp. 3/15/2019 (35 DTE); sell to open 10 x $181 call exp. 3/15/2019 (35 DTE)"
2/8/2019,4:00:00 PM,297,168.56,credit,"sell to close 1000 shares"
2/15/2019,3:45:00 PM,303,0.72,debit,"buy to open 10 x $178 call exp. 3/22/2019 (35 DTE); sell to open 10 x $183 call exp. 3/22/2019 (35 DTE)"
2/15/2019,4:00:00 PM,298,171.94,credit,"sell to close 1000 shares"
2/22/2019,3:45:00 PM,299,0.12,credit,"sell to close 10 x $172.5 call exp. 2/22/2019 (0 DTE); buy to close 10 x $177.5 call exp. 2/22/2019 (0 DTE)"
2/22/2019,3:45:00 PM,304,0.51,debit,"buy to open 10 x $179 call exp. 3/29/2019 (35 DTE); sell to open 10 x $183 call exp. 3/29/2019 (35 DTE)"
3/1/2019,3:45:00 PM,305,0.59,debit,"buy to open 10 x $180 call exp. 4/5/2019 (35 DTE); sell to open 10 x $184 call exp. 4/5/2019 (35 DTE)"
3/1/2019,4:00:00 PM,300,174.39,credit,"sell to close 1000 shares"
3/7/2019,3:45:00 PM,301,0.01,debit,"sell to close 10 x $175 call exp. 3/8/2019 (1 DTE); buy to close 10 x $180 call exp. 3/8/2019 (1 DTE)"
3/8/2019,3:45:00 PM,303,0.09,credit,"sell to close 10 x $178 call exp. 3/22/2019 (14 DTE); buy to close 10 x $183 call exp. 3/22/2019 (14 DTE)"
3/8/2019,3:45:00 PM,306,0.69,debit,"buy to open 10 x $177.5 call exp. 4/12/2019 (35 DTE); sell to open 10 x $182 call exp. 4/12/2019 (35 DTE)"
3/15/2019,3:45:00 PM,307,0.63,debit,"buy to open 10 x $184 call exp. 4/18/2019 (34 DTE); sell to open 10 x $189 call exp. 4/18/2019 (34 DTE)"
3/15/2019,4:00:00 PM,302,178.35,credit,"sell to close 1000 shares"
3/22/2019,3:45:00 PM,308,0.81,debit,"buy to open 10 x $186.5 call exp. 4/26/2019 (35 DTE); sell to open 10 x $192 call exp. 4/26/2019 (35 DTE)"
3/29/2019,3:45:00 PM,309,0.65,debit,"buy to open 10 x $186.5 call exp. 5/3/2019 (35 DTE); sell to open 10 x $191 call exp. 5/3/2019 (35 DTE)"
3/29/2019,4:00:00 PM,304,179.66,credit,"sell to close 1000 shares"
4/5/2019,3:45:00 PM,310,0.63,debit,"buy to open 10 x $191.5 call exp. 5/10/2019 (35 DTE); sell to open 10 x $196 call exp. 5/10/2019 (35 DTE)"
4/5/2019,4:00:00 PM,305,184.66,credit,"sell to close 1000 shares"
4/5/2019,4:00:00 PM,305,184.66,debit,"buy to close 1000 shares"
4/12/2019,3:45:00 PM,311,0.61,debit,"buy to open 10 x $192 call exp. 5/17/2019 (35 DTE); sell to open 10 x $196 call exp. 5/17/2019 (35 DTE)"
4/12/2019,4:00:00 PM,306,185.83,credit,"sell to close 1000 shares"
4/12/2019,4:00:00 PM,306,185.83,debit,"buy to close 1000 shares"
4/18/2019,4:00:00 PM,307,187.39,credit,"sell to close 1000 shares"
4/26/2019,3:45:00 PM,312,0.66,debit,"buy to open 10 x $197 call exp. 5/31/2019 (35 DTE); sell to open 10 x $202.5 call exp. 5/31/2019 (35 DTE)"
4/26/2019,4:00:00 PM,308,190.65,credit,"sell to close 1000 shares"
5/3/2019,3:45:00 PM,313,0.69,debit,"buy to open 10 x $197.5 call exp. 6/7/2019 (35 DTE); sell to open 10 x $202.5 call exp. 6/7/2019 (35 DTE)"
5/3/2019,4:00:00 PM,309,191.11,credit,"sell to close 1000 shares"
5/3/2019,4:00:00 PM,309,191.11,debit,"buy to close 1000 shares"
5/8/2019,3:45:00 PM,310,0.08,credit,"sell to close 10 x $191.5 call exp. 5/10/2019 (2 DTE); buy to close 10 x $196 call exp. 5/10/2019 (2 DTE)"
5/10/2019,3:45:00 PM,311,0.06,credit,"sell to close 10 x $192 call exp. 5/17/2019 (7 DTE); buy to close 10 x $196 call exp. 5/17/2019 (7 DTE)"
5/10/2019,3:45:00 PM,312,0.04,credit,"sell to close 10 x $197 call exp. 5/31/2019 (21 DTE); buy to close 10 x $202.5 call exp. 5/31/2019 (21 DTE)"
5/10/2019,3:45:00 PM,313,0.07,credit,"sell to close 10 x $197.5 call exp. 6/7/2019 (28 DTE); buy to close 10 x $202.5 call exp. 6/7/2019 (28 DTE)"
5/10/2019,3:45:00 PM,314,0.81,debit,"buy to open 10 x $192 call exp. 6/14/2019 (35 DTE); sell to open 10 x $197 call exp. 6/14/2019 (35 DTE)"
5/17/2019,3:45:00 PM,315,0.72,debit,"buy to open 10 x $191 call exp. 6/21/2019 (35 DTE); sell to open 10 x $196 call exp. 6/21/2019 (35 DTE)"
5/23/2019,3:45:00 PM,314,0.05,credit,"sell to close 10 x $192 call exp. 6/14/2019 (22 DTE); buy to close 10 x $197 call exp. 6/14/2019 (22 DTE)"
5/24/2019,3:45:00 PM,315,0.12,credit,"sell to close 10 x $191 call exp. 6/21/2019 (28 DTE); buy to close 10 x $196 call exp. 6/21/2019 (28 DTE)"
5/24/2019,3:45:00 PM,316,0.85,debit,"buy to open 10 x $186 call exp. 6/28/2019 (35 DTE); sell to open 10 x $191 call exp. 6/28/2019 (35 DTE)"
5/31/2019,3:45:00 PM,317,0.9,debit,"buy to open 10 x $183 call exp. 7/5/2019 (35 DTE); sell to open 10 x $189 call exp. 7/5/2019 (35 DTE)"
6/3/2019,3:45:00 PM,316,0.08,credit,"sell to close 10 x $186 call exp. 6/28/2019 (25 DTE); buy to close 10 x $191 call exp. 6/28/2019 (25 DTE)"
6/7/2019,3:45:00 PM,318,0.85,debit,"buy to open 10 x $188.5 call exp. 7/12/2019 (35 DTE); sell to open 10 x $195 call exp. 7/12/2019 (35 DTE)"
6/14/2019,3:45:00 PM,319,0.88,debit,"buy to open 10 x $190 call exp. 7/19/2019 (35 DTE); sell to open 10 x $196 call exp. 7/19/2019 (35 DTE)"
6/21/2019,3:45:00 PM,320,0.79,debit,"buy to open 10 x $196.5 call exp. 7/26/2019 (35 DTE); sell to open 10 x $202.5 call exp. 7/26/2019 (35 DTE)"
6/28/2019,3:45:00 PM,321,0.75,debit,"buy to open 10 x $195 call exp. 8/2/2019 (35 DTE); sell to open 10 x $200 call exp. 8/2/2019 (35 DTE)"
7/5/2019,3:45:00 PM,322,0.64,debit,"buy to open 10 x $198 call exp. 8/9/2019 (35 DTE); sell to open 10 x $202.5 call exp. 8/9/2019 (35 DTE)"
7/5/2019,4:00:00 PM,317,191.05,credit,"sell to close 1000 shares"
7/5/2019,4:00:00 PM,317,191.05,debit,"buy to close 1000 shares"
7/12/2019,3:45:00 PM,323,0.68,debit,"buy to open 10 x $200 call exp. 8/16/2019 (35 DTE); sell to open 10 x $205 call exp. 8/16/2019 (35 DTE)"
7/12/2019,4:00:00 PM,318,193.53,credit,"sell to close 1000 shares"
7/19/2019,3:45:00 PM,320,0.11,credit,"sell to close 10 x $196.5 call exp. 7/26/2019 (7 DTE); buy to close 10 x $202.5 call exp. 7/26/2019 (7 DTE)"
7/19/2019,3:45:00 PM,324,0.78,debit,"buy to open 10 x $198 call exp. 8/23/2019 (35 DTE); sell to open 10 x $203 call exp. 8/23/2019 (35 DTE)"
7/19/2019,4:00:00 PM,319,191.01,credit,"sell to close 1000 shares"
7/26/2019,3:45:00 PM,325,0.67,debit,"buy to open 10 x $202 call exp. 8/30/2019 (35 DTE); sell to open 10 x $207.5 call exp. 8/30/2019 (35 DTE)"
8/1/2019,3:45:00 PM,321,0.04,credit,"sell to close 10 x $195 call exp. 8/2/2019 (1 DTE); buy to close 10 x $200 call exp. 8/2/2019 (1 DTE)"
8/1/2019,3:45:00 PM,322,0.11,credit,"sell to close 10 x $198 call exp. 8/9/2019 (8 DTE); buy to close 10 x $202.5 call exp. 8/9/2019 (8 DTE)"
8/2/2019,3:45:00 PM,323,0.02,credit,"sell to close 10 x $200 call exp. 8/16/2019 (14 DTE); buy to close 10 x $205 call exp. 8/16/2019 (14 DTE)"
8/2/2019,3:45:00 PM,325,0.08,credit,"sell to close 10 x $202 call exp. 8/30/2019 (28 DTE); buy to close 10 x $207.5 call exp. 8/30/2019 (28 DTE)"
8/2/2019,3:45:00 PM,326,0.91,debit,"buy to open 10 x $195.5 call exp. 9/6/2019 (35 DTE); sell to open 10 x $201 call exp. 9/6/2019 (35 DTE)"
8/5/2019,3:45:00 PM,324,0.03,credit,"sell to close 10 x $198 call exp. 8/23/2019 (18 DTE); buy to close 10 x $203 call exp. 8/23/2019 (18 DTE)"
8/9/2019,3:45:00 PM,327,0.86,debit,"buy to open 10 x $195 call exp. 9/13/2019 (35 DTE); sell to open 10 x $200 call exp. 9/13/2019 (35 DTE)"
8/15/2019,3:45:00 PM,326,0.15,credit,"sell to close 10 x $195.5 call exp. 9/6/2019 (22 DTE); buy to close 10 x $201 call exp. 9/6/2019 (22 DTE)"
8/16/2019,3:45:00 PM,328,0.8,debit,"buy to open 10 x $194 call exp. 9/20/2019 (35 DTE); sell to open 10 x $199 call exp. 9/20/2019 (35 DTE)"
8/23/2019,3:45:00 PM,327,0.11,credit,"sell to close 10 x $195 call exp. 9/13/2019 (21 DTE); buy to close 10 x $200 call exp. 9/13/2019 (21 DTE)"
8/23/2019,3:45:00 PM,329,0.98,debit,"buy to open 10 x $191 call exp. 9/27/2019 (35 DTE); sell to open 10 x $196.5 call exp. 9/27/2019 (35 DTE)"
8/30/2019,3:45:00 PM,330,0.87,debit,"buy to open 10 x $195 call exp. 10/4/2019 (35 DTE); sell to open 10 x $200 call exp. 10/4/2019 (35 DTE)"
9/6/2019,3:45:00 PM,331,0.66,debit,"buy to open 10 x $198.5 call exp. 10/11/2019 (35 DTE); sell to open 10 x $202.5 call exp. 10/11/2019 (35 DTE)"
9/13/2019,3:45:00 PM,332,0.8,debit,"buy to open 10 x $199 call exp. 10/18/2019 (35 DTE); sell to open 10 x $204 call exp. 10/18/2019 (35 DTE)"
9/20/2019,3:45:00 PM,328,0.01,debit,"sell to close 10 x $194 call exp. 9/20/2019 (0 DTE); buy to close 10 x $199 call exp. 9/20/2019 (0 DTE)"
9/20/2019,3:45:00 PM,333,0.89,debit,"buy to open 10 x $198 call exp. 10/25/2019 (35 DTE); sell to open 10 x $204 call exp. 10/25/2019 (35 DTE)"
9/24/2019,3:45:00 PM,330,0.13,credit,"sell to close 10 x $195 call exp. 10/4/2019 (10 DTE); buy to close 10 x $200 call exp. 10/4/2019 (10 DTE)"
9/24/2019,3:45:00 PM,331,0.08,credit,"sell to close 10 x $198.5 call exp. 10/11/2019 (17 DTE); buy to close 10 x $202.5 call exp. 10/11/2019 (17 DTE)"
9/26/2019,3:45:00 PM,329,0.14,credit,"sell to close 10 x $191 call exp. 9/27/2019 (1 DTE); buy to close 10 x $196.5 call exp. 9/27/2019 (1 DTE)"
9/27/2019,3:45:00 PM,332,0.08,credit,"sell to close 10 x $199 call exp. 10/18/2019 (21 DTE); buy to close 10 x $204 call exp. 10/18/2019 (21 DTE)"
9/27/2019,3:45:00 PM,334,0.84,debit,"buy to open 10 x $195.5 call exp. 11/1/2019 (35 DTE); sell to open 10 x $201 call exp. 11/1/2019 (35 DTE)"
